"","rcid","session","date","topic","China","France","Russia","United Kingdom","United States","consensus","veto_by","year"
"965",2551,38,1983-12-07,"Nuclear weapons and nuclear material",2,3,1,3,3,"negative",NA,1983
"966",2552,38,1983-12-07,"Arms control and disarmament",2,3,1,3,3,"negative",NA,1983
"967",2553,38,1983-12-07,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1983
"968",2553,38,1983-12-07,"Nuclear weapons and nuclear material",1,2,1,2,2,"postive",NA,1983
"969",2554,38,1983-12-07,"Arms control and disarmament",1,3,1,3,3,"negative",NA,1983
"970",2555,38,1983-12-07,"Arms control and disarmament",1,2,1,3,3,"negative",NA,1983
"971",2556,38,1983-12-07,"Arms control and disarmament",1,2,1,2,3,"negative",NA,1983
"972",2556,38,1983-12-07,"Nuclear weapons and nuclear material",1,2,1,2,3,"negative",NA,1983
"973",2557,38,1983-12-07,"Arms control and disarmament",2,2,1,2,2,"postive",NA,1983
"974",2558,38,1983-12-07,"Arms control and disarmament",2,2,1,2,3,"negative",NA,1983
"975",2558,38,1983-12-07,"Nuclear weapons and nuclear material",2,2,1,2,3,"negative",NA,1983
"976",2559,38,1983-12-07,"Arms control and disarmament",1,2,1,2,3,"negative",NA,1983
"977",2559,38,1983-12-07,"Nuclear weapons and nuclear material",1,2,1,2,3,"negative",NA,1983
"978",2562,38,1983-12-07,"Arms control and disarmament",2,2,1,2,3,"veto","United States",1983
"979",2563,38,1983-12-07,"Arms control and disarmament",1,1,3,1,1,"veto","Russia",1983
"980",2564,38,1983-12-07,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1983
"981",2565,38,1983-12-07,"Nuclear weapons and nuclear material",2,1,2,1,1,"postive",NA,1983
"982",2566,38,1983-12-07,"Arms control and disarmament",2,2,2,2,2,"postive",NA,1983
"983",2566,38,1983-12-07,"Nuclear weapons and nuclear material",2,2,2,2,2,"postive",NA,1983
"984",2567,38,1983-12-07,"Arms control and disarmament",2,3,1,3,3,"negative",NA,1983
"985",2568,38,1983-12-07,"Arms control and disarmament",1,2,2,2,3,"negative",NA,1983
"986",2568,38,1983-12-07,"Nuclear weapons and nuclear material",1,2,2,2,3,"negative",NA,1983
"987",2569,38,1983-12-07,"Arms control and disarmament",2,2,1,2,3,"veto","United States",1983
"988",2570,38,1983-12-07,"Nuclear weapons and nuclear material",1,1,1,2,2,"postive",NA,1983
"989",2571,38,1983-12-07,"Arms control and disarmament",2,3,1,3,3,"negative",NA,1983
"990",2572,38,1983-12-07,"Arms control and disarmament",1,1,1,2,2,"postive",NA,1983
"991",2574,38,1983-12-02,"Palestinian conflict",1,1,1,1,3,"veto","United States",1983
"992",2575,38,1983-12-02,"Colonialism",1,1,1,1,2,"postive",NA,1983
"993",2575,38,1983-12-02,"Human rights",1,1,1,1,2,"postive",NA,1983
"994",2575,38,1983-12-02,"Palestinian conflict",1,1,1,1,2,"postive",NA,1983
"995",2576,38,1983-12-02,"Palestinian conflict",1,1,1,1,2,"postive",NA,1983
"996",2577,38,1983-12-02,"Colonialism",1,2,1,2,3,"negative",NA,1983
"997",2577,38,1983-12-02,"Human rights",1,2,1,2,3,"negative",NA,1983
"998",2577,38,1983-12-02,"Palestinian conflict",1,2,1,2,3,"negative",NA,1983
"999",2578,38,1983-12-02,"Palestinian conflict",1,1,1,1,2,"postive",NA,1983
"1000",2579,38,1983-12-02,"Palestinian conflict",1,1,1,1,2,"postive",NA,1983
"1001",2580,38,1983-12-02,"Colonialism",1,2,1,2,3,"negative",NA,1983
"1002",2580,38,1983-12-02,"Palestinian conflict",1,2,1,2,3,"negative",NA,1983
"1003",2581,38,1983-12-02,"Palestinian conflict",1,1,1,1,2,"postive",NA,1983
"1004",2585,38,1983-12-02,"Palestinian conflict",1,1,1,1,1,"postive",NA,1983
"1005",2586,38,1983-12-02,"Palestinian conflict",1,1,1,1,1,"postive",NA,1983
"1006",2587,38,1983-12-02,"Palestinian conflict",1,1,1,1,3,"veto","United States",1983
"1007",2588,38,1983-12-02,"Palestinian conflict",1,3,1,3,3,"negative",NA,1983
"1008",2589,38,1983-12-02,"Colonialism",1,2,1,2,3,"negative",NA,1983
"1009",2589,38,1983-12-02,"Palestinian conflict",1,2,1,2,3,"negative",NA,1983
"1010",2590,38,1983-12-02,"Palestinian conflict",1,2,1,2,3,"veto","United States",1983
"1011",2591,38,1983-12-02,"Palestinian conflict",1,1,1,2,3,"veto","United States",1983
"1012",2592,38,1983-12-02,"Palestinian conflict",1,1,1,1,3,"veto","United States",1983
"1013",2593,38,1983-12-02,"Colonialism",1,1,1,1,3,"negative",NA,1983
"1014",2593,38,1983-12-02,"Palestinian conflict",1,1,1,1,3,"negative",NA,1983
"1015",2594,38,1983-12-02,"Palestinian conflict",1,1,1,1,3,"veto","United States",1983
"1016",2595,38,1983-12-06,"Colonialism",1,2,1,2,3,"negative",NA,1983
"1017",2595,38,1983-12-06,"Economic development",1,2,1,2,3,"negative",NA,1983
"1018",2595,38,1983-12-06,"Palestinian conflict",1,2,1,2,3,"negative",NA,1983
"1019",2596,38,1983-12-06,"Palestinian conflict",1,1,1,1,3,"veto","United States",1983
"1020",2600,38,1983-12-06,"Colonialism",1,1,1,1,3,"negative",NA,1983
"1021",2600,38,1983-12-06,"Palestinian conflict",1,1,1,1,3,"negative",NA,1983
"1022",2601,38,1983-12-06,"Economic development",1,2,1,2,2,"postive",NA,1983
"1023",2603,38,1983-12-07,"Economic development",1,2,1,2,2,"postive",NA,1983
"1024",2604,38,1983-12-07,"Economic development",1,3,1,3,3,"negative",NA,1983
"1025",2605,38,1983-12-07,"Economic development",1,2,2,1,3,"veto","United States",1983
"1026",2606,38,1983-11-05,"Colonialism",1,3,1,3,3,"negative",NA,1983
"1027",2606,38,1983-11-05,"Palestinian conflict",1,3,1,3,3,"negative",NA,1983
"1028",2607,38,1983-11-05,"Human rights",1,2,1,2,3,"veto","United States",1983
"1029",2608,38,1983-11-05,"Colonialism",1,1,1,2,3,"veto","United States",1983
"1030",2609,38,1983-12-03,"Human rights",2,1,1,1,3,"veto","United States",1983
"1031",2610,38,1983-12-03,"Human rights",2,1,1,2,3,"veto","United States",1983
"1032",2611,38,1983-12-03,"Human rights",2,1,1,2,3,"veto","United States",1983
"1033",2613,38,1983-12-03,"Human rights",1,1,1,2,3,"veto","United States",1983
"1034",2615,38,1983-12-03,"Human rights",1,2,1,2,2,"postive",NA,1983
"1035",2616,38,1983-12-03,"Human rights",1,1,1,2,3,"veto","United States",1983
"1036",2617,38,1983-12-01,"Colonialism",1,2,1,2,2,"postive",NA,1983
"1037",2618,38,1983-12-01,"Colonialism",1,2,1,3,3,"negative",NA,1983
"1038",2618,38,1983-12-01,"Human rights",1,2,1,3,3,"negative",NA,1983
"1039",2618,38,1983-12-01,"Nuclear weapons and nuclear material",1,2,1,3,3,"negative",NA,1983
"1040",2619,38,1983-12-01,"Colonialism",1,2,1,3,3,"negative",NA,1983
"1041",2622,38,1983-12-06,"Palestinian conflict",1,1,3,1,1,"veto","Russia",1983
"1042",2637,38,1983-12-01,"Colonialism",1,2,1,3,3,"negative",NA,1983
"1043",2638,38,1983-12-01,"Colonialism",1,3,1,3,3,"negative",NA,1983
"1044",2792,40,1985-11-06,"Arms control and disarmament",1,2,1,3,3,"negative",NA,1985
"1045",2792,40,1985-11-06,"Nuclear weapons and nuclear material",1,2,1,3,3,"negative",NA,1985
"1046",2792,40,1985-11-06,"Palestinian conflict",1,2,1,3,3,"negative",NA,1985
"1047",2794,40,1985-11-02,"Human rights",1,2,1,2,2,"postive",NA,1985
"1048",2796,40,1985-11-02,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1985
"1049",2799,40,1985-11-06,"Economic development",1,1,1,2,3,"veto","United States",1985
"1050",2800,40,1985-11-06,"Colonialism",1,3,1,3,3,"negative",NA,1985
"1051",2800,40,1985-11-06,"Human rights",1,3,1,3,3,"negative",NA,1985
"1052",2801,40,1985-11-06,"Human rights",1,2,1,2,3,"veto","United States",1985
"1053",2802,40,1985-11-06,"Human rights",1,2,1,2,3,"veto","United States",1985
"1054",2804,40,1985-12-02,"Colonialism",1,2,1,2,2,"postive",NA,1985
"1055",2805,40,1985-12-02,"Colonialism",1,3,1,3,3,"negative",NA,1985
"1056",2805,40,1985-12-02,"Economic development",1,3,1,3,3,"negative",NA,1985
"1057",2806,40,1985-12-02,"Colonialism",1,2,1,3,3,"negative",NA,1985
"1058",2807,40,1985-12-02,"Colonialism",1,2,1,2,2,"postive",NA,1985
"1059",2808,40,1985-12-02,"Colonialism",1,2,1,3,3,"negative",NA,1985
"1060",2812,40,1985-12-02,"Colonialism",1,3,1,2,2,"veto","France",1985
"1061",2815,40,1985-12-03,"Colonialism",1,3,1,3,3,"negative",NA,1985
"1062",2817,40,1985-12-03,"Human rights",1,1,1,2,2,"postive",NA,1985
"1063",2818,40,1985-12-03,"Economic development",1,3,1,3,3,"negative",NA,1985
"1064",2818,40,1985-12-03,"Nuclear weapons and nuclear material",1,3,1,3,3,"negative",NA,1985
"1065",2818,40,1985-12-03,"Palestinian conflict",1,3,1,3,3,"negative",NA,1985
"1066",2819,40,1985-12-03,"Human rights",1,2,1,3,3,"negative",NA,1985
"1067",2820,40,1985-12-03,"Human rights",1,2,1,2,2,"postive",NA,1985
"1068",2821,40,1985-12-03,"Human rights",1,1,1,3,3,"negative",NA,1985
"1069",2822,40,1985-12-04,"Economic development",1,2,1,2,2,"postive",NA,1985
"1070",2825,40,1985-12-05,"Arms control and disarmament",1,2,1,1,1,"postive",NA,1985
"1071",2825,40,1985-12-05,"Nuclear weapons and nuclear material",1,2,1,1,1,"postive",NA,1985
"1072",2826,40,1985-12-05,"Nuclear weapons and nuclear material",2,3,1,3,3,"negative",NA,1985
"1073",2827,40,1985-12-05,"Nuclear weapons and nuclear material",2,3,1,3,3,"negative",NA,1985
"1074",2828,40,1985-12-05,"Nuclear weapons and nuclear material",2,3,2,3,3,"negative",NA,1985
"1075",2829,40,1985-12-05,"Arms control and disarmament",1,2,2,2,1,"postive",NA,1985
"1076",2829,40,1985-12-05,"Nuclear weapons and nuclear material",1,2,2,2,1,"postive",NA,1985
"1077",2830,40,1985-12-05,"Nuclear weapons and nuclear material",2,3,1,3,3,"negative",NA,1985
"1078",2831,40,1985-12-05,"Nuclear weapons and nuclear material",1,1,1,1,2,"postive",NA,1985
"1079",2832,40,1985-12-05,"Arms control and disarmament",1,1,1,1,2,"postive",NA,1985
"1080",2833,40,1985-12-05,"Nuclear weapons and nuclear material",2,3,1,3,3,"negative",NA,1985
"1081",2834,40,1985-12-05,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1985
"1082",2834,40,1985-12-05,"Nuclear weapons and nuclear material",1,2,1,2,2,"postive",NA,1985
"1083",2835,40,1985-12-05,"Arms control and disarmament",1,3,1,3,3,"negative",NA,1985
"1084",2835,40,1985-12-05,"Nuclear weapons and nuclear material",1,3,1,3,3,"negative",NA,1985
"1085",2836,40,1985-12-05,"Arms control and disarmament",2,2,1,2,3,"negative",NA,1985
"1086",2836,40,1985-12-05,"Economic development",2,2,1,2,3,"negative",NA,1985
"1087",2837,40,1985-12-05,"Arms control and disarmament",2,1,3,1,1,"veto","Russia",1985
"1088",2838,40,1985-12-05,"Arms control and disarmament",2,3,1,3,3,"negative",NA,1985
"1089",2839,40,1985-12-05,"Arms control and disarmament",1,1,3,1,1,"veto","Russia",1985
"1090",2840,40,1985-12-05,"Arms control and disarmament",1,2,1,2,3,"negative",NA,1985
"1091",2840,40,1985-12-05,"Nuclear weapons and nuclear material",1,2,1,2,3,"negative",NA,1985
"1092",2840,40,1985-12-05,"Palestinian conflict",1,2,1,2,3,"negative",NA,1985
"1093",2841,40,1985-12-05,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1985
"1094",2842,40,1985-12-05,"Arms control and disarmament",1,1,1,1,3,"veto","United States",1985
"1095",2843,40,1985-12-05,"Nuclear weapons and nuclear material",2,3,1,2,2,"veto","France",1985
"1096",2844,40,1985-12-05,"Arms control and disarmament",2,3,1,3,3,"negative",NA,1985
"1097",2844,40,1985-12-05,"Nuclear weapons and nuclear material",2,3,1,3,3,"negative",NA,1985
"1098",2845,40,1985-12-05,"Arms control and disarmament",2,3,1,3,3,"negative",NA,1985
"1099",2846,40,1985-12-05,"Arms control and disarmament",2,1,3,1,1,"veto","Russia",1985
"1100",2847,40,1985-12-05,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1985
"1101",2848,40,1985-12-05,"Arms control and disarmament",2,2,1,1,1,"postive",NA,1985
"1102",2848,40,1985-12-05,"Nuclear weapons and nuclear material",2,2,1,1,1,"postive",NA,1985
"1103",2849,40,1985-12-05,"Arms control and disarmament",1,2,2,1,2,"postive",NA,1985
"1104",2850,40,1985-12-05,"Human rights",1,2,1,2,3,"negative",NA,1985
"1105",2850,40,1985-12-05,"Palestinian conflict",1,2,1,2,3,"negative",NA,1985
"1106",2851,40,1985-12-05,"Human rights",1,2,1,2,3,"negative",NA,1985
"1107",2851,40,1985-12-05,"Palestinian conflict",1,2,1,2,3,"negative",NA,1985
"1108",2852,40,1985-12-05,"Palestinian conflict",1,2,1,2,3,"veto","United States",1985
"1109",2853,40,1985-12-05,"Palestinian conflict",1,2,1,2,3,"veto","United States",1985
"1110",2854,40,1985-12-06,"Colonialism",1,2,1,2,2,"postive",NA,1985
"1111",2860,40,1985-12-06,"Economic development",1,2,1,2,3,"veto","United States",1985
"1112",2861,40,1985-12-06,"Economic development",1,3,1,3,3,"negative",NA,1985
"1113",2861,40,1985-12-06,"Human rights",1,3,1,3,3,"negative",NA,1985
"1114",2862,40,1985-12-06,"Economic development",1,2,1,2,2,"postive",NA,1985
"1115",2862,40,1985-12-06,"Human rights",1,2,1,2,2,"postive",NA,1985
"1116",2863,40,1985-12-06,"Economic development",1,2,1,2,3,"negative",NA,1985
"1117",2863,40,1985-12-06,"Human rights",1,2,1,2,3,"negative",NA,1985
"1118",2864,40,1985-12-06,"Human rights",1,2,1,2,3,"veto","United States",1985
"1119",2865,40,1985-12-06,"Human rights",1,1,3,1,1,"veto","Russia",1985
"1120",2866,40,1985-12-06,"Human rights",2,1,1,1,2,"postive",NA,1985
"1121",2867,40,1985-12-06,"Human rights",2,1,1,1,2,"postive",NA,1985
"1122",2868,40,1985-12-06,"Human rights",2,1,1,1,1,"postive",NA,1985
"1123",2869,40,1985-12-06,"Human rights",2,1,2,1,3,"veto","United States",1985
"1124",2871,40,1985-12-02,"Arms control and disarmament",1,2,1,2,3,"negative",NA,1985
"1125",2871,40,1985-12-02,"Economic development",1,2,1,2,3,"negative",NA,1985
"1126",2872,40,1985-12-02,"Arms control and disarmament",1,2,1,2,3,"veto","United States",1985
"1127",2873,40,1985-12-02,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1985
"1128",2874,40,1985-12-02,"Arms control and disarmament",2,3,1,3,3,"negative",NA,1985
"1129",2874,40,1985-12-02,"Nuclear weapons and nuclear material",2,3,1,3,3,"negative",NA,1985
"1130",2875,40,1985-12-02,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1985
"1131",2876,40,1985-12-02,"Arms control and disarmament",2,3,1,3,3,"negative",NA,1985
"1132",2876,40,1985-12-02,"Nuclear weapons and nuclear material",2,3,1,3,3,"negative",NA,1985
"1133",2877,40,1985-12-02,"Nuclear weapons and nuclear material",1,3,1,3,3,"negative",NA,1985
"1134",2878,40,1985-12-02,"Arms control and disarmament",1,1,1,1,3,"veto","United States",1985
"1135",2879,40,1985-12-02,"Arms control and disarmament",2,3,1,3,3,"negative",NA,1985
"1136",2879,40,1985-12-02,"Nuclear weapons and nuclear material",2,3,1,3,3,"negative",NA,1985
"1137",2880,40,1985-12-02,"Arms control and disarmament",1,1,2,1,1,"postive",NA,1985
"1138",2880,40,1985-12-02,"Nuclear weapons and nuclear material",1,1,2,1,1,"postive",NA,1985
"1139",2881,40,1985-12-02,"Arms control and disarmament",1,3,1,3,3,"negative",NA,1985
"1140",2881,40,1985-12-02,"Nuclear weapons and nuclear material",1,3,1,3,3,"negative",NA,1985
"1141",2882,40,1985-12-02,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1985
"1142",2883,40,1985-12-02,"Nuclear weapons and nuclear material",1,2,1,2,3,"veto","United States",1985
"1143",2884,40,1985-12-02,"Arms control and disarmament",2,3,1,3,3,"negative",NA,1985
"1144",2884,40,1985-12-02,"Nuclear weapons and nuclear material",2,3,1,3,3,"negative",NA,1985
"1145",2885,40,1985-12-02,"Arms control and disarmament",2,3,1,3,3,"negative",NA,1985
"1146",2886,40,1985-12-02,"Arms control and disarmament",1,1,1,2,2,"postive",NA,1985
"1147",2887,40,1985-12-02,"Arms control and disarmament",1,3,1,2,3,"negative",NA,1985
"1148",2888,40,1985-12-02,"Arms control and disarmament",1,3,1,3,3,"negative",NA,1985
"1149",2889,40,1985-12-02,"Arms control and disarmament",1,3,1,3,3,"negative",NA,1985
"1150",2889,40,1985-12-02,"Nuclear weapons and nuclear material",1,3,1,3,3,"negative",NA,1985
"1151",2890,40,1985-12-02,"Nuclear weapons and nuclear material",1,3,1,3,3,"negative",NA,1985
"1152",2892,40,1985-12-02,"Economic development",2,2,2,2,2,"postive",NA,1985
"1153",2896,40,1985-12-02,"Palestinian conflict",1,2,1,2,3,"veto","United States",1985
"1154",2897,40,1985-12-02,"Human rights",1,1,1,1,2,"postive",NA,1985
"1155",2897,40,1985-12-02,"Palestinian conflict",1,1,1,1,2,"postive",NA,1985
"1156",2898,40,1985-12-02,"Palestinian conflict",1,1,1,1,2,"postive",NA,1985
"1157",2899,40,1985-12-02,"Colonialism",1,2,1,2,3,"negative",NA,1985
"1158",2899,40,1985-12-02,"Human rights",1,2,1,2,3,"negative",NA,1985
"1159",2899,40,1985-12-02,"Palestinian conflict",1,2,1,2,3,"negative",NA,1985
"1160",2900,40,1985-12-02,"Palestinian conflict",1,1,1,2,2,"postive",NA,1985
"1161",2901,40,1985-12-02,"Palestinian conflict",1,1,1,1,2,"postive",NA,1985
"1162",2902,40,1985-12-02,"Palestinian conflict",1,2,1,2,3,"veto","United States",1985
"1163",2905,40,1985-12-02,"Palestinian conflict",1,1,1,1,1,"postive",NA,1985
"1164",2906,40,1985-12-02,"Palestinian conflict",1,1,1,1,1,"postive",NA,1985
"1165",2907,40,1985-12-02,"Palestinian conflict",1,1,1,1,3,"veto","United States",1985
"1166",2908,40,1985-12-02,"Palestinian conflict",1,3,1,3,3,"negative",NA,1985
"1167",2909,40,1985-12-02,"Palestinian conflict",1,2,1,2,3,"veto","United States",1985
"1168",2910,40,1985-12-02,"Palestinian conflict",1,2,1,2,3,"veto","United States",1985
"1169",2911,40,1985-12-02,"Palestinian conflict",1,2,1,2,3,"veto","United States",1985
"1170",2912,40,1985-12-02,"Palestinian conflict",1,1,1,1,3,"veto","United States",1985
"1171",2913,40,1985-12-02,"Palestinian conflict",1,1,1,1,3,"veto","United States",1985
"1172",2914,40,1985-12-02,"Palestinian conflict",1,1,1,1,1,"postive",NA,1985
"1173",2915,40,1985-12-02,"Palestinian conflict",1,3,1,3,3,"negative",NA,1985
"1174",2916,40,1985-12-02,"Colonialism",1,3,1,3,3,"negative",NA,1985
"1175",2916,40,1985-12-02,"Palestinian conflict",1,3,1,3,3,"negative",NA,1985
"1176",2917,40,1985-12-02,"Palestinian conflict",1,1,1,1,2,"postive",NA,1985
"1177",2918,40,1985-12-03,"Economic development",1,1,1,1,3,"negative",NA,1985
"1178",2918,40,1985-12-03,"Palestinian conflict",1,1,1,1,3,"negative",NA,1985
"1179",2919,40,1985-12-03,"Economic development",1,1,1,1,3,"negative",NA,1985
"1180",2919,40,1985-12-03,"Palestinian conflict",1,1,1,1,3,"negative",NA,1985
"1181",2920,40,1985-12-03,"Economic development",2,3,1,3,3,"negative",NA,1985
"1182",2921,40,1985-12-03,"Economic development",1,2,1,2,3,"veto","United States",1985
"1183",2922,40,1985-12-03,"Economic development",1,1,1,1,2,"postive",NA,1985
"1184",2923,40,1985-12-03,"Economic development",1,3,1,3,3,"negative",NA,1985
"1185",2924,40,1985-12-03,"Economic development",1,1,1,2,3,"veto","United States",1985
"1186",2928,40,1985-12-03,"Palestinian conflict",1,1,1,1,3,"veto","United States",1985
"1187",2929,40,1985-12-03,"Economic development",1,2,1,2,3,"veto","United States",1985
"1188",2933,40,1985-12-04,"Palestinian conflict",1,1,3,1,1,"veto","Russia",1985
"1189",2934,40,1985-12-04,"Palestinian conflict",1,1,3,1,1,"veto","Russia",1985
"1190",3105,42,1987-11-06,"Colonialism",1,2,1,2,2,"postive",NA,1987
"1191",3112,42,1987-11-04,"Colonialism",1,3,1,2,2,"veto","France",1987
"1192",3116,42,1987-11-06,"Colonialism",1,2,1,3,3,"negative",NA,1987
"1193",3119,42,1987-11-06,"Economic development",1,3,1,3,3,"negative",NA,1987
"1194",3119,42,1987-11-06,"Nuclear weapons and nuclear material",1,3,1,3,3,"negative",NA,1987
"1195",3119,42,1987-11-06,"Palestinian conflict",1,3,1,3,3,"negative",NA,1987
"1196",3122,42,1987-11-06,"Human rights",1,1,1,3,3,"negative",NA,1987
"1197",3123,42,1987-11-02,"Arms control and disarmament",1,2,1,1,1,"postive",NA,1987
"1198",3123,42,1987-11-02,"Nuclear weapons and nuclear material",1,2,1,1,1,"postive",NA,1987
"1199",3124,42,1987-11-02,"Nuclear weapons and nuclear material",2,3,1,3,3,"negative",NA,1987
"1200",3125,42,1987-11-02,"Nuclear weapons and nuclear material",2,3,1,3,3,"negative",NA,1987
"1201",3126,42,1987-11-02,"Nuclear weapons and nuclear material",2,3,1,2,3,"negative",NA,1987
"1202",3127,42,1987-11-02,"Arms control and disarmament",1,2,2,1,1,"postive",NA,1987
"1203",3127,42,1987-11-02,"Nuclear weapons and nuclear material",1,2,2,1,1,"postive",NA,1987
"1204",3128,42,1987-11-02,"Nuclear weapons and nuclear material",2,3,1,3,3,"negative",NA,1987
"1205",3129,42,1987-11-02,"Nuclear weapons and nuclear material",1,1,1,1,2,"postive",NA,1987
"1206",3130,42,1987-11-02,"Arms control and disarmament",1,1,1,1,3,"veto","United States",1987
"1207",3131,42,1987-11-02,"Arms control and disarmament",1,2,1,2,2,"postive",NA,1987
"1208",3131,42,1987-11-02,"Nuclear weapons and nuclear material",1,2,1,2,2,"postive",NA,1987
"1209",3132,42,1987-11-02,"Arms control and disarmament",1,3,1,3,3,"negative",NA,1987
"1210",3132,42,1987-11-02,"Nuclear weapons and nuclear material",1,3,1,3,3,"negative",NA,1987
"1211",3133,42,1987-11-02,"Arms control and disarmament",1,2,1,2,3,"negative",NA,1987
"1212",3133,42,1987-11-02,"Economic development",1,2,1,2,3,"negative",NA,1987
"1213",3134,42,1987-11-02,"Arms control and disarmament",1,1,1,1,1,"postive",NA,1987
